,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
3369,1622,_, , ,很舒服,17,20,使用体验,正面,面膜用着非常不错，我是敏感肌用着也很舒服，
3370,1622,_, , ,非常不错,4,8,整体,正面,面膜用着非常不错，我是敏感肌用着也很舒服，
3371,1623,_, , ,浮粉,0,2,使用体验,负面,浮粉 不贴合 颜色更自然，便宜没好货
3372,1623,_, , ,不贴合,3,6,使用体验,负面,浮粉 不贴合 颜色更自然，便宜没好货
3373,1624,_, , ,太快了,9,12,物流,正面,中午下单下午送到，太快了，支持**。
3374,1625,_, , ,非常不错,5,9,整体,正面,物有所值，非常不错
3375,1625,_, , ,物有所值,0,4,整体,正面,物有所值，非常不错
3376,1626,_, , ,非常好,0,3,整体,正面,非常好，买一送一，很划算。感谢商家
3377,1626,_, , ,很划算,9,12,价格,正面,非常好，买一送一，很划算。感谢商家
3378,1627,味道,0,2,很不错,2,5,气味,正面,味道很不错，以前用过，现在又换回来了，期待一如以往的好用
3379,1627,_, , ,好用,26,28,整体,正面,味道很不错，以前用过，现在又换回来了，期待一如以往的好用
3380,1628,_, , ,很好,3,5,整体,正面,用了，很好，
3381,1629,遮瑕效果,0,4,_, , ,功效,中性,遮瑕效果：还没有使用，老顾客了，一直在这里买买买。。
3382,1630,价格,35,37,美丽,38,40,价格,正面,面膜很不错，里面精华很多，做天晚上试用了一下，感觉不错，值得购买，并且价格也美丽
3383,1630,精华,8,10,很多,10,12,成分,正面,面膜很不错，里面精华很多，做天晚上试用了一下，感觉不错，值得购买，并且价格也美丽
3384,1630,_, , ,很不错,2,5,整体,正面,面膜很不错，里面精华很多，做天晚上试用了一下，感觉不错，值得购买，并且价格也美丽
3385,1631,_, , ,确实不错,0,4,整体,正面,确实不错哦
3386,1632,物流,16,18,就是快,18,21,物流,正面,比较满意，送了两个替换装。**的物流就是快昨天买的今天就到了。快递小哥服务态度比较好。
3387,1632,快递小哥服务态度,31,39,比较好,39,42,物流,正面,比较满意，送了两个替换装。**的物流就是快昨天买的今天就到了。快递小哥服务态度比较好。
3388,1632,_, , ,比较满意,0,4,整体,正面,比较满意，送了两个替换装。**的物流就是快昨天买的今天就到了。快递小哥服务态度比较好。
3389,1633,_, , ,不错,2,4,整体,正面,东西不错，愉快购物
3390,1634,_, , ,非常不错,13,17,整体,正面,一直在用这个牌子的护肤品，非常不错
3391,1635,_, , ,挺不错的,9,13,整体,正面,***的面膜用着还挺不错的，又一次购买了！很补水！
3392,1635,_, , ,很补水,21,24,功效,正面,***的面膜用着还挺不错的，又一次购买了！很补水！
3393,1636,_, , ,还不错,26,29,整体,正面,买了还没有用，等用了再来评价一下，朋友推荐的产品应该还不错吧
3394,1637,_, , ,还行,0,2,整体,正面,还行吧，味道刚开始不习惯，现在用着还行
3395,1637,味道,4,6,不习惯,9,12,气味,负面,还行吧，味道刚开始不习惯，现在用着还行
3396,1638,物流,14,16,挺快的,17,20,物流,正面,挺好的，一直用的这个牌子的，物流也挺快的
3397,1638,_, , ,挺好的,0,3,整体,正面,挺好的，一直用的这个牌子的，物流也挺快的
3398,1639,_, , ,很保湿,3,6,功效,正面,贴了，很保湿，买得很划算呢。
3399,1639,_, , ,很划算,9,12,价格,正面,贴了，很保湿，买得很划算呢。
3400,1640,_, , ,太合适,8,11,价格,正面,一百多，四大盒，太合适了，不求什么紧致美白的，只要补水就好~
3401,1640,补水,25,27,_, , ,功效,中性,一百多，四大盒，太合适了，不求什么紧致美白的，只要补水就好~
3402,1640,美白,19,21,_, , ,功效,中性,一百多，四大盒，太合适了，不求什么紧致美白的，只要补水就好~
3403,1640,紧致,17,19,_, , ,功效,中性,一百多，四大盒，太合适了，不求什么紧致美白的，只要补水就好~
3404,1641,_, , ,还行,22,24,整体,正面,本来想买紫色瓶提拉紧致的没货了买的这个，用着还行挺滋润的
3405,1641,_, , ,挺滋润的,24,28,使用体验,正面,本来想买紫色瓶提拉紧致的没货了买的这个，用着还行挺滋润的
3406,1642,_, , ,很好用,17,20,整体,正面,一直用***的护肤品，用了两天真的很好用，补水**快递真的很快，点个赞，会继续回购的
3407,1642,_, , ,补水,21,23,功效,正面,一直用***的护肤品，用了两天真的很好用，补水**快递真的很快，点个赞，会继续回购的
3408,1642,快递,25,27,真的很快,27,31,物流,正面,一直用***的护肤品，用了两天真的很好用，补水**快递真的很快，点个赞，会继续回购的
3409,1643,价位,20,22,合理,23,25,价格,正面,已经是第二次买了，用着不错，秒杀时买的，价位也合理。
3410,1643,_, , ,不错,11,13,整体,正面,已经是第二次买了，用着不错，秒杀时买的，价位也合理。
3411,1644,_, , ,还好吧,0,3,整体,正面,还好吧，没有赠品送
3412,1645,_, , ,喜欢,6,8,整体,正面,宝贝收到了！喜欢这一款面膜！
3413,1646,_, , ,很好用,0,3,整体,正面,很好用，建议购买哟
3414,1647,水份,3,5,充足,5,7,成分,正面,很好，水份充足，保湿效果，棒
3415,1647,保湿效果,8,12,棒,13,14,功效,正面,很好，水份充足，保湿效果，棒
3416,1647,_, , ,很好,0,2,整体,正面,很好，水份充足，保湿效果，棒
3417,1648,泡沫,12,14,丰富,14,16,使用体验,正面,为了***买的，洗面奶的泡沫丰富，洗的干净不干燥!
3418,1648,_, , ,干净,19,21,功效,正面,为了***买的，洗面奶的泡沫丰富，洗的干净不干燥!
3419,1648,_, , ,不干燥,21,24,使用体验,正面,为了***买的，洗面奶的泡沫丰富，洗的干净不干燥!
3420,1649,_, , ,还可以,6,9,整体,正面,之前有买过，还可以，再来一次
3421,1650,_, , ,不贵,7,9,价格,正面,用了几天很好！不贵！又好用！涂在脸上很自然！挺喜欢的！
3422,1650,_, , ,好用,11,13,整体,正面,用了几天很好！不贵！又好用！涂在脸上很自然！挺喜欢的！
3423,1650,_, , ,很好,4,6,整体,正面,用了几天很好！不贵！又好用！涂在脸上很自然！挺喜欢的！
3424,1650,_, , ,很自然,18,21,功效,正面,用了几天很好！不贵！又好用！涂在脸上很自然！挺喜欢的！
3425,1650,_, , ,挺喜欢的,22,26,整体,正面,用了几天很好！不贵！又好用！涂在脸上很自然！挺喜欢的！
3426,1651,_, , ,超级喜欢,14,18,整体,正面,不错不错，很大一盒子哈哈哈，超级喜欢，还没用不知道效果怎么样，不过应该可以
3427,1651,_, , ,不错,0,2,整体,正面,不错不错，很大一盒子哈哈哈，超级喜欢，还没用不知道效果怎么样，不过应该可以
3428,1651,_, , ,应该可以,33,37,整体,正面,不错不错，很大一盒子哈哈哈，超级喜欢，还没用不知道效果怎么样，不过应该可以
3429,1652,_, , ,质优价廉,0,4,价格,正面,质优价廉，送货速度快，服务好
3430,1652,送货速度,5,9,快,9,10,物流,正面,质优价廉，送货速度快，服务好
3431,1653,_, , ,超级划算,0,4,价格,正面,超级划算，一个原装，两个替换装。盒子很漂亮，用起来润润的。
3432,1653,盒子,16,18,很漂亮,18,21,包装,正面,超级划算，一个原装，两个替换装。盒子很漂亮，用起来润润的。
3433,1653,_, , ,润润的,25,28,使用体验,正面,超级划算，一个原装，两个替换装。盒子很漂亮，用起来润润的。
3434,1654,_, , ,不错,14,16,整体,正面,*近几年一直用这个牌子，感觉不错，**信得过，快递小哥???
3435,1655,_, , ,不过敏,8,11,使用体验,正面,给妈妈买的，用着不过敏
3436,1656,_, , ,很好,10,12,整体,正面,老婆大人用了之后表示很好，嗯嗯，看着感觉变了个人?
3437,1657,_, , ,不错,0,2,整体,正面,不错，挺满意的
3438,1657,_, , ,挺满意的,3,7,整体,正面,不错，挺满意的
3439,1658,_, , ,还不错,14,17,整体,正面,用了好几年***的隔离霜了 还不错&hellip
3440,1659,价格,16,18,很好,7,9,使用体验,正面,此款隔离霜真地很好，美白又遮瑕，价格也挺实惠，货真价值。
3441,1659,_, , ,美白,10,12,功效,正面,此款隔离霜真地很好，美白又遮瑕，价格也挺实惠，货真价值。
3442,1659,_, , ,遮瑕,13,15,功效,正面,此款隔离霜真地很好，美白又遮瑕，价格也挺实惠，货真价值。
3443,1659,价格,16,18,挺实惠,19,22,价格,正面,此款隔离霜真地很好，美白又遮瑕，价格也挺实惠，货真价值。
3444,1659,_, , ,货真价值,23,27,整体,正面,此款隔离霜真地很好，美白又遮瑕，价格也挺实惠，货真价值。
3445,1660,_, , ,很好,0,2,整体,正面,很好又送了一大瓶卸妆水
3446,1661,_, , ,不错,7,9,整体,正面,这张图代表东西不错但是我懒得拍照片了。
3447,1662,价格,13,15,便宜,15,17,价格,正面,挺好的 很喜欢在**购物 价格便宜 送货快 很方便
3448,1662,送货,18,20,快,20,21,物流,正面,挺好的 很喜欢在**购物 价格便宜 送货快 很方便
3449,1662,_, , ,挺好的,0,3,整体,正面,挺好的 很喜欢在**购物 价格便宜 送货快 很方便
3450,1662,_, , ,很方便,22,25,整体,正面,挺好的 很喜欢在**购物 价格便宜 送货快 很方便
3451,1662,_, , ,很喜欢,4,7,整体,正面,挺好的 很喜欢在**购物 价格便宜 送货快 很方便
3452,1663,物流,6,8,特别快,8,11,物流,正面,宝贝收到了，物流特别快，是我理想的
3453,1664,包装,29,31,忒简单,31,34,包装,负面,大牌子，用着不错，感觉比其他面膜要薄点，唯一要吐槽的是这个包装忒简单了，好歹弄个盒子三
3454,1664,_, , ,薄点,17,19,使用体验,正面,大牌子，用着不错，感觉比其他面膜要薄点，唯一要吐槽的是这个包装忒简单了，好歹弄个盒子三
3455,1665,_, , ,可以,7,9,整体,正面,就是这样的感觉可以吧的
3456,1666,价格,7,9,实惠,9,11,价格,正面,购物好多次了，价格实惠质量不错，就喜欢这样的感觉
3457,1666,_, , ,不错,13,15,整体,正面,购物好多次了，价格实惠质量不错，就喜欢这样的感觉
3458,1666,_, , ,喜欢,17,19,整体,正面,购物好多次了，价格实惠质量不错，就喜欢这样的感觉
3459,1667,物流,0,2,快,2,3,物流,正面,物流快，一直在用这个，值得推荐
3460,1668,卸妆,0,2,还不错,2,5,整体,正面,卸妆还不错?赠品也是一样的还有卸妆棉?
3461,1668,赠品,6,8,_, , ,价格,正面,卸妆还不错?赠品也是一样的还有卸妆棉?
3462,1669,_, , ,非常好,4,7,整体,正面,这个东西非常好，**物流也非常强
3463,1669,物流,10,12,非常强,13,16,物流,正面,这个东西非常好，**物流也非常强
3464,1670,_, , ,挺好用的,0,4,整体,正面,挺好用的就是太少了没用几天就没了
3465,1670,_, , ,太少了,6,9,其他,负面,挺好用的就是太少了没用几天就没了
3466,1671,_, , ,很舒服,3,6,整体,正面,用起来很舒服，不会浮粉，目前没啥大问题
3467,1671,_, , ,不会浮粉,7,11,使用体验,正面,用起来很舒服，不会浮粉，目前没啥大问题
3468,1672,_, , ,很好用,0,3,整体,正面,很好用，挺湿润的，不干。昨天下的单，今天就到。**物流就是给力
3469,1672,_, , ,挺湿润的,4,8,使用体验,正面,很好用，挺湿润的，不干。昨天下的单，今天就到。**物流就是给力
3470,1672,_, , ,不干,9,11,使用体验,正面,很好用，挺湿润的，不干。昨天下的单，今天就到。**物流就是给力
3471,1672,物流,25,27,给力,29,31,物流,正面,很好用，挺湿润的，不干。昨天下的单，今天就到。**物流就是给力
3472,1673,_, , ,很好用,0,3,整体,正面,很好用，给我妈买的，以后接着买
3473,1674,_, , ,正品,8,10,真伪,正面,以后就选**了，正品
3474,1675,_, , ,非常好,0,3,整体,正面,非常好真的好喜欢好帖
3475,1675,_, , ,好帖,8,10,使用体验,正面,非常好真的好喜欢好帖
3476,1675,_, , ,好喜欢,5,8,整体,正面,非常好真的好喜欢好帖
3477,1676,_, , ,挺好的,8,11,整体,正面,婆婆让买的，应该挺好的，她敏感肌肤，用了没问题
3478,1677,_, , ,一般般,6,9,整体,中性,东西收到了，一般般
3479,1678,_, , ,还可以,0,3,整体,正面,还可以吧，相信***
3480,1679,包装,0,2,很大气,2,5,包装,正面,包装很大气用着很服帖  外观也很漂亮
3481,1679,_, , ,很服帖,7,10,使用体验,正面,包装很大气用着很服帖  外观也很漂亮
3482,1679,外观,12,14,很漂亮,15,18,包装,正面,包装很大气用着很服帖  外观也很漂亮
3483,1680,_, , ,很好,5,7,整体,正面,之前用过，很好，还便宜，值得购买
3484,1680,_, , ,便宜,9,11,价格,正面,之前用过，很好，还便宜，值得购买
3485,1681,味道,20,22,喜欢,17,19,气味,正面,和店里的一样，我老公用了好几年，就喜欢这味道
3486,1682,_, , ,还不错,0,3,整体,正面,还不错，用后挺清爽的
3487,1682,_, , ,挺清爽的,6,10,使用体验,正面,还不错，用后挺清爽的
3488,1683,_, , ,挺好的,0,3,整体,正面,挺好的，比实体店打折还便宜，还送了贴面膜，也挺好的，面膜也准备换这个了
3489,1683,_, , ,便宜,11,13,价格,正面,挺好的，比实体店打折还便宜，还送了贴面膜，也挺好的，面膜也准备换这个了
3490,1684,_, , ,最实汇的,0,4,价格,正面,最实汇的一次购物，相信**
3491,1685,快递,7,9,非常给力,9,13,物流,正面,买给妈妈用的，快递非常给力，产品价格做活动力度大，很便宜
3492,1685,活动力度,19,23,大,23,24,价格,正面,买给妈妈用的，快递非常给力，产品价格做活动力度大，很便宜
3493,1685,_, , ,很便宜,25,28,价格,正面,买给妈妈用的，快递非常给力，产品价格做活动力度大，很便宜
3494,1686,补水效果,8,12,超好,12,14,功效,正面,面膜买的好实惠，补水效果超好，妥妥的好评
3495,1686,_, , ,好实惠,4,7,价格,正面,面膜买的好实惠，补水效果超好，妥妥的好评
3496,1687,_, , ,五星好评,13,17,整体,正面,老客户了，一直在你们家买，五星好评！
3497,1688,泡沫,4,6,不多,6,8,使用体验,中性,很好用，泡沫不多但是清洁力跟强，有香味，洗完后很补水。
3498,1688,清洁力,10,13,跟强,13,15,功效,正面,很好用，泡沫不多但是清洁力跟强，有香味，洗完后很补水。
3499,1688,_, , ,很好用,0,3,整体,正面,很好用，泡沫不多但是清洁力跟强，有香味，洗完后很补水。
3500,1688,_, , ,有香味,16,19,气味,正面,很好用，泡沫不多但是清洁力跟强，有香味，洗完后很补水。
3501,1688,_, , ,很补水,23,26,功效,正面,很好用，泡沫不多但是清洁力跟强，有香味，洗完后很补水。
3502,1689,_, , ,正品,3,5,真伪,正面,应该是正品，跟商场里买的一样
3503,1690,_, , ,那么白,9,12,功效,负面,用了，这款自然色咋那么白?
3504,1691,_, , ,不怎么样,2,6,整体,负面,用着不怎么样，不是很遮瑕，不服帖
3505,1691,_, , ,不是很遮瑕,7,12,功效,负面,用着不怎么样，不是很遮瑕，不服帖
3506,1691,_, , ,不服帖,13,16,使用体验,负面,用着不怎么样，不是很遮瑕，不服帖
3507,1692,质量,2,4,不错,4,6,其他,正面,用了质量不错非常喜欢.下次再来.很满意哦
3508,1692,_, , ,非常喜欢,6,10,整体,正面,用了质量不错非常喜欢.下次再来.很满意哦
3509,1692,_, , ,很满意,16,19,整体,正面,用了质量不错非常喜欢.下次再来.很满意哦
3510,1693,_, , ,很润,0,2,使用体验,正面,很润。喜欢，和BB霜很搭。
3511,1693,_, , ,喜欢,3,5,整体,正面,很润。喜欢，和BB霜很搭。
3512,1694,_, , ,有点味道,2,6,气味,负面,乳液有点味道，不太喜欢，但是还好，过得去，没有粉色的那款好
3513,1694,_, , ,不太喜欢,7,11,气味,负面,乳液有点味道，不太喜欢，但是还好，过得去，没有粉色的那款好
3514,1694,_, , ,还好,14,16,整体,正面,乳液有点味道，不太喜欢，但是还好，过得去，没有粉色的那款好
3515,1694,_, , ,过得去,17,20,整体,正面,乳液有点味道，不太喜欢，但是还好，过得去，没有粉色的那款好
3516,1695,_, , ,很实惠,2,5,价格,正面,这个很实惠，还送了两个替换装，期待效果吧
3517,1696,_, , ,非常满意,5,9,整体,正面,东西收到了非常满意，家里人也很开心，快递员也很好，好评
3518,1696,快递员,18,21,很好,22,24,物流,正面,东西收到了非常满意，家里人也很开心，快递员也很好，好评
3519,1696,_, , ,好评,25,27,整体,正面,东西收到了非常满意，家里人也很开心，快递员也很好，好评
3520,1697,_, , ,五分好评,11,15,整体,正面,双十一买的，价格划算，五分好评。
3521,1697,价格,6,8,划算,8,10,价格,正面,双十一买的，价格划算，五分好评。
3522,1698,发货速度,0,4,很快,4,6,物流,正面,发货速度很快，第二次购买了值得信赖。
3523,1699,_, , ,不错,0,2,整体,正面,不错，经常购买，希望越做越好，还会继续支持！
3524,1700,_, , ,挺好的,12,15,整体,正面,用了这个牌子的面膜，真的挺好的，现在又买了，好用
3525,1700,_, , ,好用,22,24,整体,正面,用了这个牌子的面膜，真的挺好的，现在又买了，好用
3526,1701,_, , ,不错,2,4,整体,正面,用着不错 不油、商品降价、活动 速度太快
3527,1701,_, , ,不油,5,7,使用体验,正面,用着不错 不油、商品降价、活动 速度太快
3528,1702,_, , ,稍微过敏,20,24,使用体验,负面,防晒效果：不知道咋样  个人情况：干敏皮稍微过敏用了
3529,1703,价格,5,7,很美丽,8,11,价格,正面,挺好了毕竟价格就很美丽。希望以后还能再买。
3530,1703,_, , ,挺好了,0,3,整体,正面,挺好了毕竟价格就很美丽。希望以后还能再买。
3531,1704,_, , ,非常好,13,16,整体,正面,以前用过好多种面膜，但这个非常好，用的时候不沙眼睛，
3532,1704,_, , ,不沙眼睛,21,25,使用体验,正面,以前用过好多种面膜，但这个非常好，用的时候不沙眼睛，
3533,1705,清爽度,0,3,_, , ,使用体验,中性,清爽度：一直在用，实惠
3534,1705,_, , ,实惠,9,11,价格,正面,清爽度：一直在用，实惠
3535,1706,_, , ,挺好用,0,3,整体,正面,挺好用，以前用过好用，这次买的一样好用，价格实惠
3536,1706,价格,20,22,实惠,22,24,价格,正面,挺好用，以前用过好用，这次买的一样好用，价格实惠
3537,1707,_, , ,确实不错,6,10,整体,正面,这是第二次用确实不错，下次还会来买的。
3538,1708,包装,25,27,很好,27,29,包装,正面,其实我还没用 因为买了三款 效果追评吧 其实我想夸包装很好来着嘻嘻嘻
3539,1709,性价比,20,23,高,24,25,价格,正面,~果然没骗人，比我用的那些韩国面膜好用，性价比又高，会一直回购
3540,1709,_, , ,好用,17,19,整体,正面,~果然没骗人，比我用的那些韩国面膜好用，性价比又高，会一直回购
3541,1710,_, , ,很好,5,7,整体,正面,一直在用，很好
3542,1711,保湿,12,14,很不错,14,17,功效,正面,一大堆啦，可以用好久啦，保湿很不错
3543,1712,精华,5,7,特别多,8,11,成分,正面,非常好用，精华也特别多
3544,1712,_, , ,非常好用,0,4,整体,正面,非常好用，精华也特别多
3545,1713,_, , ,好评,23,25,整体,中性,这个面膜买来还没用，不过一直用***，所以先给好评吧！
3546,1714,上妆效果,0,4,容易上装,5,9,使用体验,正面,上妆效果：容易上装，肤色显得自然，皮肤感觉不干燥。
3547,1714,_, , ,自然,14,16,功效,正面,上妆效果：容易上装，肤色显得自然，皮肤感觉不干燥。
3548,1714,_, , ,不干燥,21,24,使用体验,正面,上妆效果：容易上装，肤色显得自然，皮肤感觉不干燥。
3549,1715,_, , ,蛮好用的,2,6,整体,正面,这款蛮好用的，显得皮肤蛮白的，，。而且涂在脸上特别细腻均匀，你值得拥有的好品质
3550,1715,_, , ,蛮白的,11,14,功效,正面,这款蛮好用的，显得皮肤蛮白的，，。而且涂在脸上特别细腻均匀，你值得拥有的好品质
3551,1715,_, , ,特别细腻,23,27,使用体验,正面,这款蛮好用的，显得皮肤蛮白的，，。而且涂在脸上特别细腻均匀，你值得拥有的好品质
3552,1715,_, , ,均匀,27,29,功效,正面,这款蛮好用的，显得皮肤蛮白的，，。而且涂在脸上特别细腻均匀，你值得拥有的好品质
3553,1716,_, , ,方便,12,14,整体,正面,没有用过，希望好用。感觉方便。**速度快。
3554,1716,速度,17,19,快,19,20,物流,正面,没有用过，希望好用。感觉方便。**速度快。
3555,1717,_, , ,一般,0,2,整体,中性,一般，一股洗发水的味道
3556,1718,_, , ,喜欢,12,14,整体,正面,一直在用，可以提亮肤色，喜欢
3557,1718,_, , ,提亮肤色,7,11,功效,正面,一直在用，可以提亮肤色，喜欢
3558,1719,_, , ,好惊喜,32,35,整体,正面,昨天下单，今天上午就收到了，买时以为是33片，收到实际是40片，好惊喜，抽空敷一片，期待效果。
3559,1720,_, , ,还不错,16,19,整体,正面,我个人是搭配***的BB霜用的，还不错
3560,1721,包装,1,3,不行,5,7,包装,负面,这包装实在不行，还大品牌，还没用，用过之后再来评价
3561,1722,_, , ,特别好用,9,13,整体,正面,帮朋友买的，朋友说特别好用还送了很多小试用！
3562,1723,_, , ,超喜欢,7,10,整体,正面,一直用的这款，超喜欢了，效果很不错的哦，一如既往的喜欢，大?
3563,1723,_, , ,很不错,14,17,整体,正面,一直用的这款，超喜欢了，效果很不错的哦，一如既往的喜欢，大?
3564,1723,_, , ,一如既往的喜欢,20,27,整体,正面,一直用的这款，超喜欢了，效果很不错的哦，一如既往的喜欢，大?
3565,1724,_, , ,补水,35,37,功效,正面,***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔
3566,1724,_, , ,保湿,37,39,功效,正面,***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔
3567,1724,_, , ,提亮,39,41,功效,正面,***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔
3568,1724,_, , ,清洁,41,43,功效,正面,***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔
3569,1724,_, , ,收缩毛孔,43,47,功效,正面,***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔
3570,1725,_, , ,很好,9,11,整体,正面,之前在这买的爽肤水很好，和店里一样，刚好家里乳也不多了，年货节顺便买点，不错
3571,1725,_, , ,不错,36,38,整体,正面,之前在这买的爽肤水很好，和店里一样，刚好家里乳也不多了，年货节顺便买点，不错
3572,1726,_, , ,绝对正品,23,27,真伪,正面,买了！用了！拍了照片还没上传不小心删掉了?不过绝对正品，效果和产品图一样，美美哒！不过敏?
3573,1726,_, , ,不过敏,41,44,使用体验,正面,买了！用了！拍了照片还没上传不小心删掉了?不过绝对正品，效果和产品图一样，美美哒！不过敏?
3574,1726,_, , ,美美哒,37,40,整体,正面,买了！用了！拍了照片还没上传不小心删掉了?不过绝对正品，效果和产品图一样，美美哒！不过敏?
3575,1727,卖家,3,5,很好,0,2,服务,正面,很好的卖家，双十一买还送礼品，谢谢??
3576,1727,礼品,12,14,_, , ,价格,正面,很好的卖家，双十一买还送礼品，谢谢??
3577,1728,价钱,12,14,合理,14,16,价格,正面,过母亲节送给妈妈的礼物，价钱合理，赠品很多，希望能达到预期的效果
3578,1728,赠品,17,19,很多,19,21,价格,正面,过母亲节送给妈妈的礼物，价钱合理，赠品很多，希望能达到预期的效果
3579,1729,_, , ,很好用,0,3,整体,正面,很好用，很白，一直用的这个
3580,1729,_, , ,很白,4,6,功效,正面,很好用，很白，一直用的这个
3581,1730,_, , ,还不错,7,10,整体,正面,用过一次，感觉还不错，价格也很亲民
3582,1730,价格,11,13,很亲民,14,17,价格,正面,用过一次，感觉还不错，价格也很亲民
3583,1731,防晒,0,2,不错,6,8,功效,正面,防晒隔离效果不错，涂上后肤色显白又不夸张，用完下次还购买
3584,1731,_, , ,显白,14,16,功效,正面,防晒隔离效果不错，涂上后肤色显白又不夸张，用完下次还购买
3585,1731,隔离效果,2,6,不错,6,8,功效,正面,防晒隔离效果不错，涂上后肤色显白又不夸张，用完下次还购买
3586,1732,卸妆,0,2,比较干净,2,6,功效,正面,卸妆比较干净，用了后基本没粉刺了，鼻子上黑头好像也少了
3587,1733,快递,0,2,快,3,4,物流,正面,快递也快，一直很相信**～～～配上隔离特别自然，感觉白了一个度
3588,1733,_, , ,特别自然,19,23,功效,正面,快递也快，一直很相信**～～～配上隔离特别自然，感觉白了一个度
3589,1733,_, , ,白了一个度,26,31,功效,正面,快递也快，一直很相信**～～～配上隔离特别自然，感觉白了一个度
3590,1734,_, , ,很不错,2,5,整体,正面,气垫很不错，不浮粉，不跑妆
3591,1734,_, , ,不浮粉,6,9,使用体验,正面,气垫很不错，不浮粉，不跑妆
3592,1734,_, , ,不跑妆,10,13,使用体验,正面,气垫很不错，不浮粉，不跑妆
3593,1735,香味,16,18,特喜欢,11,14,气味,正面,第三次购买了?????特喜欢这种香味
3594,1736,_, , ,挺好的,0,3,整体,正面,挺好的，好吸收.。适合我的肤质
3595,1736,_, , ,好吸收,4,7,使用体验,正面,挺好的，好吸收.。适合我的肤质
3596,1736,_, , ,适合,9,11,整体,正面,挺好的，好吸收.。适合我的肤质
3597,1737,_, , ,不错,2,4,整体,正面,宝贝不错，好评
3598,1737,_, , ,好评,5,7,整体,正面,宝贝不错，好评
3599,1738,_, , ,跟补水,4,7,功效,正面,这个面膜跟补水，下次还是买这款
3600,1739,_, , ,垃圾,4,6,整体,负面,就是一个垃圾！买的时候告诉我是两个替换芯！收到的只有一个！欺骗消费者！太#了
3601,1739,_, , ,欺骗,29,31,服务,负面,就是一个垃圾！买的时候告诉我是两个替换芯！收到的只有一个！欺骗消费者！太#了
3602,1740,_, , ,很好,19,21,整体,正面,其实是要买亮晰色的  买错了但自然色也很好
3603,1741,快递,11,13,很给力,13,16,物流,正面,当天付款，当天收到货了快递很给力。用过一次，感觉蛮好的，搞活动买的，便宜了很多。
3604,1741,_, , ,蛮好的,24,27,整体,正面,当天付款，当天收到货了快递很给力。用过一次，感觉蛮好的，搞活动买的，便宜了很多。
3605,1741,活动,29,31,便宜了很多,34,39,价格,正面,当天付款，当天收到货了快递很给力。用过一次，感觉蛮好的，搞活动买的，便宜了很多。
3606,1742,_, , ,很好用,2,5,整体,正面,真的很好用
3607,1743,_, , ,超级好用,0,4,整体,正面,超级好用。下次还会再来哦！美美的，相信**，一如既往的支持！
3608,1743,_, , ,美美的,13,16,整体,正面,超级好用。下次还会再来哦！美美的，相信**，一如既往的支持！
3609,1744,_, , ,超级划算,14,18,价格,正面,买一送一的时候买的、好幸运、超级划算
3610,1745,_, , ,油,0,1,使用体验,负面,油 用了一段时间才知道
3611,1746,_, , ,还是不错的,6,11,功效,正面,每天一片效果还是不错的
3612,1747,_, , ,挺划算,2,5,价格,正面,套装挺划算的，送了好多东西，效果怎么样使用一段时间再来评价。
3613,1748,_, , ,蛮喜欢的,22,26,整体,正面,送给小姨的所以不知道使用感怎么样  不过她说蛮喜欢的
3614,1749,_, , ,是正品,3,6,真伪,正面,经查验是正品
3615,1750,_, , ,非常好,19,22,整体,正面,用了这家店的面膜皮肤没那么干燥了，效果非常好，
3616,1751,_, , ,特别好,0,3,整体,正面,特别好的一款面膜，很滋润补水效果也不错，满分满分，以后继续买！
3617,1751,_, , ,很滋润,9,12,使用体验,正面,特别好的一款面膜，很滋润补水效果也不错，满分满分，以后继续买！
3618,1751,补水效果,12,16,不错,17,19,功效,正面,特别好的一款面膜，很滋润补水效果也不错，满分满分，以后继续买！
3619,1751,_, , ,满分,20,22,整体,正面,特别好的一款面膜，很滋润补水效果也不错，满分满分，以后继续买！
3620,1752,_, , ,非常好用,12,16,整体,正面,一直用的***这个品牌，非常好用，宝贝到货了很满意！
3621,1752,_, , ,很满意,22,25,整体,正面,一直用的***这个品牌，非常好用，宝贝到货了很满意！
3622,1753,_, , ,不错,12,14,整体,正面,一直用的这款洗面奶，觉得不错
3623,1754,_, , ,还不错,0,3,整体,正面,"还不错,在实体店看过了,**相对便宜很多,果断购买."
3624,1754,_, , ,便宜很多,16,20,价格,正面,"还不错,在实体店看过了,**相对便宜很多,果断购买."
3625,1755,_, , ,挺好的,9,12,整体,正面,这款面膜我一直再用挺好的值得购买
3626,1756,_, , ,好用,15,17,整体,正面,隔离霜还没试，赠送面膜却是出奇好用啊。
